Unnamed: 0;word;translation;type;cefr;phon_br;phon_n_am;definition;example
2810;internet;інтернет;noun;a1;/ˈɪntənet/;/ˈɪntərnet/;an international computer network connecting other networks and computers that allows people to share information around the world;to surf/browse/access the internet
2811;interpret;інтерпретувати;verb;b2;/ɪnˈtɜːprət/;/ɪnˈtɜːrprət/;to explain the meaning of something;The students were asked to interpret the poem.
2812;interpretation;інтерпретація;noun;b2;/ɪnˌtɜːprəˈteɪʃn/;/ɪnˌtɜːrprəˈteɪʃn/;the particular way in which something is understood or explained;Her evidence suggests a different interpretation of the events.
2813;interrupt;переривання;verb;b2;/ˌɪntəˈrʌpt/;/ˌɪntəˈrʌpt/;to say or do something that makes somebody stop what they are saying or doing;Sorry to interrupt, but there's someone to see you.
2814;interval;інтервал;noun;b2;/ˈɪntəvl/;/ˈɪntərvl/;a period of time between two events;The interval between major earthquakes might be 200 years.
2815;intervene;втручатися;verb;c1;/ˌɪntəˈviːn/;/ˌɪntərˈviːn/;to become involved in a situation in order to improve or help it;She might have been killed if the neighbours hadn't intervened.
2816;intervention;втручання;noun;c1;/ˌɪntəˈvenʃn/;/ˌɪntərˈvenʃn/;action taken to improve or help a situation;calls for government intervention to save the steel industry
2817;interview;інтерв'ю;noun;a1;/ˈɪntəvjuː/;/ˈɪntərvjuː/;a formal meeting at which somebody is asked questions to see if they are suitable for a particular job, or for a course of study at a college, university, etc.;a job interview
2818;interview;інтерв'ю;verb;a1;/ˈɪntəvjuː/;/ˈɪntərvjuː/;to talk to somebody and ask them questions at a formal meeting to find out if they are suitable for a job, course of study, etc.;interview somebody, The university interviews all potential candidates.
2819;intimate;інтимний;adjective;c1;/ˈɪntɪmət/;/ˈɪntɪmət/;having a close and friendly relationship;intimate friends
2820;into;в;preposition;a1;/ˈɪntə/;/ˈɪntə/;to a position in or inside something;Come into the house.
2821;intriguing;інтригуючий;adjective;c1;/ɪnˈtriːɡɪŋ/;/ɪnˈtriːɡɪŋ/;very interesting because of being unusual or not having an obvious answer;These discoveries raise intriguing questions.
2822;introduce;представити;verb;a1;/ˌɪntrəˈdjuːs/;/ˌɪntrəˈduːs/;"to tell two or more people who have not met before what each other’s names are; to tell somebody what your name is";introduce somebody, Allow me to introduce my mother.
2823;introduction;вступ;noun;a2;/ˌɪntrəˈdʌkʃn/;/ˌɪntrəˈdʌkʃn/;the first part of a book or speech that gives a general idea of what is to follow;a book with an excellent introduction and notes
2824;invade;вторгнення;verb;b2;/ɪnˈveɪd/;/ɪnˈveɪd/;to enter a country, town, etc. using military force in order to take control of it;Troops invaded on August 9th that year.
2825;invasion;вторгнення;noun;b2;/ɪnˈveɪʒn/;/ɪnˈveɪʒn/;the act of an army entering another country by force in order to take control of it;the German invasion of Poland in 1939
2826;invent;винахід;verb;a2;/ɪnˈvent/;/ɪnˈvent/;to produce or design something that has not existed before;Who invented the steam engine?
2827;invention;винахід;noun;a2;/ɪnˈvenʃn/;/ɪnˈvenʃn/;a thing or an idea that has been invented;Fax machines were a wonderful invention at the time.
2828;invest;інвестувати;verb;b1;/ɪnˈvest/;/ɪnˈvest/;to buy property, shares in a company, etc. in the hope of making a profit;Now is a good time to invest.
2829;investigate;дослідити;verb;b1;/ɪnˈvestɪɡeɪt/;/ɪnˈvestɪɡeɪt/;to carefully examine the facts of a situation, an event, a crime, etc. to find out the truth about it or how it happened;The FBI has been called in to investigate.
2830;investigation;розслідування;noun;b2;/ɪnˌvestɪˈɡeɪʃn/;/ɪnˌvestɪˈɡeɪʃn/;an official examination of the facts about a situation, crime, etc.;a criminal/murder/police investigation 
2831;investigator;слідчий;noun;c1;/ɪnˈvestɪɡeɪtə(r)/;/ɪnˈvestɪɡeɪtər/;a person who examines a situation such as an accident or a crime to find out the truth;air safety investigators
2832;investment;інвестиції;noun;b2;/ɪnˈvestmənt/;/ɪnˈvestmənt/;the act of investing money in something;foreign/private investment
2833;investor;інвестор;noun;b2;/ɪnˈvestə(r)/;/ɪnˈvestər/;a person or an organization that invests money in something;small investors (= private people)
2834;invisible;невидимий;adjective;c1;/ɪnˈvɪzəbl/;/ɪnˈvɪzəbl/;that cannot be seen;a wizard who could make himself invisible
2835;invitation;запрошення;noun;a2;/ˌɪnvɪˈteɪʃn/;/ˌɪnvɪˈteɪʃn/;a spoken or written request to somebody to do something or to go somewhere;to issue/extend an invitation
2836;invite;запросіть;verb;a2;/ɪnˈvaɪt/;/ɪnˈvaɪt/;to ask somebody to come to a social event;invite somebody to something, Have you been invited to their party?
2837;invoke;виклик;verb;c1;/ɪnˈvəʊk/;/ɪnˈvəʊk/;to mention or use a law, rule, etc. as a reason for doing something;It is unlikely that libel laws will be invoked.
2838;involve;залучити;verb;a2;/ɪnˈvɒlv/;/ɪnˈvɑːlv/;if a situation, an event or an activity involves something, that thing is an important or necessary part or result of it;involve something, Any investment involves an element of risk.
2839;involved;залучений;adjective;b1;/ɪnˈvɒlvd/;/ɪnˈvɑːlvd/;"taking part in something; being part of something or connected with something";Some people tried to stop the fight but I didn't want to get involved.
2840;involvement;залучення;noun;c1;/ɪnˈvɒlvmənt/;/ɪnˈvɑːlvmənt/;the act of taking part in something or dealing with somebody;involvement in something, US involvement in European wars
2841;iron;залізо;noun;b1;/ˈaɪən/;/ˈaɪərn/;a chemical element. Iron is a hard strong metal that is used to make steel and is also found in small quantities in blood and food.;iron gates/bars/railings
2842;iron;залізо;verb;b1;/ˈaɪən/;/ˈaɪərn/;to make clothes, etc. smooth by using an iron;He was ironing when I arrived.
2843;ironic;іронічний;adjective;c1;/aɪˈrɒnɪk/;/aɪˈrɑːnɪk/;"showing that you really mean the opposite of what you are saying; expressing irony";an ironic comment
2844;ironically;за іронією долі;adverb;c1;/aɪˈrɒnɪkli/;/aɪˈrɑːnɪkli/;"in a way that shows that you really mean the opposite of what you are saying; in a way that expresses irony";He smiled ironically.
2845;irony;іронія;noun;c1;/ˈaɪrəni/;/ˈaɪrəni/;"the funny or strange aspect of a situation that is very different from what you expect; a situation like this";It was one of life's little ironies.
2846;irrelevant;нерелевант;adjective;c1;/ɪˈreləvənt/;/ɪˈreləvənt/;not important to or connected with a situation;totally/completely/largely irrelevant
2847;island;острів;noun;a1;/ˈaɪlənd/;/ˈaɪlənd/;a piece of land that is completely surrounded by water;a small/tiny island
2848;isolate;ізоляція;verb;b2;/ˈaɪsəleɪt/;/ˈaɪsəleɪt/;to separate somebody/something physically or socially from other people or things;isolate somebody/yourself/something, Patients with the disease should be isolated.
2849;isolated;ізольований;adjective;b2;/ˈaɪsəleɪtɪd/;/ˈaɪsəleɪtɪd/;far away from any others;isolated rural areas
2850;isolation;ізоляція;noun;c1;/ˌaɪsəˈleɪʃn/;/ˌaɪsəˈleɪʃn/;"the act of separating somebody/something; the state of being separate";geographical isolation
2851;issue;випуск;noun;b1;/ˈɪʃuː/;/ˈɪʃuː/;an important topic that people are discussing or arguing about;a key/major issue
2852;issue;випуск;verb;b2;/ˈɪʃuː/;/ˈɪʃuː/;to make something known formally;issue something, They issued a joint statement denying the charges.
2853;IT;це;noun;b1;/ˌaɪ ˈtiː/;/ˌaɪ ˈtiː/;the study and use of electronic processes and equipment to store and send information of all kinds, including words, pictures and numbers (the abbreviation for ‘information technology’) ;the increasing use of IT in all aspects of today's society
2854;it;це;pronoun;a1;/ɪt/;/ɪt/;used to refer to an animal or a thing that has already been mentioned or that is being talked about now;‘Where's your car?’ ‘It's in the garage.’
2855;item;елемент;noun;a2;/ˈaɪtəm/;/ˈaɪtəm/;one thing on a list of things to buy, do, talk about, etc.;What's the next item on the agenda?
2856;its;його;determiner;a1;/ɪts/;/ɪts/;belonging to or connected with a thing, an animal or a baby;Turn the box on its side.
2857;itself;сам;pronoun;a2;/ɪtˈself/;/ɪtˈself/;used when the animal or thing that does an action is also affected by it;The cat was washing itself.
2858;jacket;куртка;noun;a1;/ˈdʒækɪt/;/ˈdʒækɪt/;"a piece of clothing worn on the top half of the body over a shirt, etc. that has arms and fastens down the front; a short, light coat";a leather/denim/tweed jacket
2859;jail;в'язниця;noun;b2;/dʒeɪl/;/dʒeɪl/;a prison;She spent a year in jail.
2860;jail;в'язниця;verb;b2;/dʒeɪl/;/dʒeɪl/;to put somebody in prison;be jailed (for something), He was jailed for life for murder.
2861;jam;варення;noun;a2;/dʒæm/;/dʒæm/;a thick sweet substance made by boiling fruit with sugar, often sold in jars and spread on bread;strawberry jam
2862;January;січень;noun;a1;/ˈdʒænjuəri/;/ˈdʒænjueri/;the 1st month of the year, between December and February;She was born in January.
2863;jazz;джаз;noun;a2;/dʒæz/;/dʒæz/;a type of music with strong rhythms, in which the players often improvise (= make up the music as they are playing), originally created by African American musicians at the beginning of the 20th century;traditional/modern jazz
2864;jeans;джинси;noun;a1;/dʒiːnz/;/dʒiːnz/;trousers made of denim (= a type of strong cotton);I always wear jeans.
2865;jet;реактив;noun;b2;/dʒet/;/dʒet/;a plane driven by jet engines;a jet aircraft/fighter/airliner
2866;jewellery;ювелірні вироби;noun;a2;/ˈdʒuːəlri/;/ˈdʒuːəlri/;objects such as rings and necklaces that people wear as decoration;silver/gold jewellery
2867;job;робота;noun;a1;/dʒɒb/;/dʒɑːb/;work for which you receive regular payment;I don't have a job at present.
2868;join;приєднатися;verb;a1;/dʒɔɪn/;/dʒɔɪn/;to fix or connect two or more things together;join A to/onto B, Join one section of pipe to the next.
2869;joint;суглоб;adjective;b2;/dʒɔɪnt/;/dʒɔɪnt/;involving two or more people together;a joint account (= a bank account in the name of more than one person, for example shared by a couple)
2870;joint;суглоб;noun;b2;/dʒɔɪnt/;/dʒɔɪnt/;a place where two bones are joined together in the body in a way that enables them to bend and move;inflammation of the knee joint
2871;joke;жарт;noun;a2;/dʒəʊk/;/dʒəʊk/;something that you say or do to make people laugh, for example a funny story that you tell;I can't tell jokes.
2872;joke;жарт;verb;a2;/dʒəʊk/;/dʒəʊk/;"to say something to make people laugh; to tell a funny story";She was laughing and joking with the children.
2873;journal;журнал;noun;b1;/ˈdʒɜːnl/;/ˈdʒɜːrnl/;a newspaper or magazine that deals with a particular subject or profession;a scientific/an academic journal
2874;journalism;журналістика;noun;b2;/ˈdʒɜːnəlɪzəm/;/ˈdʒɜːrnəlɪzəm/;"the work of collecting and writing news stories for newspapers, magazines, radio, television or online news sites; the news stories that are written";I'd like a career in journalism.
2875;journalist;журналіст;noun;a2;/ˈdʒɜːnəlɪst/;/ˈdʒɜːrnəlɪst/;a person whose job is to collect and write news stories for newspapers, magazines, radio, television or online news sites;a freelance journalist
